id_store;id_country;id_state;name;address1;address2;city;postcode;coordinates;phone;fax;email;note;active;hours_1;hours_2;hours_3;hours_4;hours_5;hours_6;hours_7;id_store
;145;62;Eukanuba;Av. Anillo Periférico 4690, Ampliación Jardines del Pedregal, Coyoacan;Centro Comercial Perisur;Mexico, CDMX;6100;19.3029621,-99.1891398;15556060058;;;;;;;;;;;;
;145;62;Eukanuba;Prado Norte 381, Lomas de Chapultepec, Miguel Hidalgo;Calle;Mexico, CDMX;11000;19.4277427,-99.2102518;15555400379;;;;;;;;;;;;
;145;62;Eukanuba;Av. Coyoacan 2000, Xoco, Coyoacan;Centro Comercial Coyoacan;Mexico, CDMX;3330;19.3600142,-99.1702972;15556010436;;;;;;;;;;;;
;145;62;Eukanuba;Centro Comercial l368, Fraccionamiento Ciudad Satélite, Naucalpan;Plaza Satélite;Naucalpan, Estado de México;53100;19.5099644,-99.2342408;15555725668;;;;;;;;;;;;
;145;62;Eukanuba;Calz. Del Hueso 519, Residencial Acoxpa, Tlalpan;Galerías Coapa Local 138;Mexico, CDMX;14300;19.3022918,-99.1229097;15556797991;;;;;;;;;;;;
;145;62;Eukanuba;Av. Melchor Ocampo 193, Verónica Anzures, Miguel Hidalgo;Galería de las Estrellas Local G24;Mexico, CDMX;11300;19.4360849,-99.1713186;15552600757;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. Toluca-Ixtapan 126, La Purísima, Metepec;Centro Comercial Galerías Metepec Loc. 101 ;Metepec, Estado de México;52140;19.2597499,-99.6209389;17222321292;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. Manuel Avila Camacho, San Lucas Tepetlacalco, Tlalnepantla;Centro Comercial Mundo E;Tlalnepantla, Estado de México;55054;19.5251304,-99.2276845;15553669515;;;;;;;;;;;;
;145;62;Eukanuba;Vía José López Portillo 105, Zacuautitla, Coacalco;Plaza Las Flores Coacalco Local 59;Coacalco, Estado de México;55700;19.6342997,-99.0967432;15510393133;;;;;;;;;;;;
;145;62;Eukanuba;Av. Vasco de Quiroga 3800, Santa Fe, Cuajimalpa;Centro Comercial Santa Fe Local 474;Mexico, CDMX;5109;19.3615186,-99.2738342;15552580874;;;;;;;;;;;;
;145;62;Eukanuba;Av. Ejército Nacional 980, Polanco, Miguel Hidalgo;Pabellón Polanco;Mexico, CDMX;11510;19.4375876,-99.2071152;15555800736;;;;;;;;;;;;
;145;62;Eukanuba;Av. San Fernando 649, Peña Pobre, Tlalpan;Plaza Cuicuilco Local 51;Mexico, CDMX;14060;19.2981261,-99.1813709;15556064272;;;;;;;;;;;;
;145;62;Eukanuba;Altamirano 46, Tizapan, Alvaro Obregón;Plaza Loreto Locales 147-149;Mexico, CDMX;1090;19.34004,-99.194575;15556164268;;;;;;;;;;;;
;145;62;Eukanuba;Calz. Del Hueso 670, Los Robles Coyoacan, Coyoacan;Chedraui Coapa;Mexico, CDMX;4094;19.3042975,-99.1191814;15556778718;;;;;;;;;;;;
;145;62;Eukanuba;Av. Vicente Guerrero 110, Lomas de la Selva, Cuernavaca;Plaza Cuernavaca Local H8;Cuernavaca, Morelos;62270;18.9341847,-99.2283782;17773187328;;;;;;;;;;;;
;145;62;Eukanuba;Av. Carlos Hank González 120, Rinconada de Aragón, Ecatepec;Plaza Aragón Locales 86 y 86-A;Ecatepec, Estado de México;55120;19.531088,-99.0279951;15557766364;;;;;;;;;;;;
;145;62;Eukanuba;Miguel de Cervantes Saavedra 397, Irrigación, Miguel Hidalgo ;Chedraui Polanco 46-A;Mexico, CDMX;11579;19.4418438,-99.2068664;55574740;;;;;;;;;;;;
;145;62;Eukanuba;Av. Montevideo 363,  Lindavista, Gustavo A. Madero;Plaza Lindavista Local 120;Mexico, CDMX;7300;19.4920573,-99.1335332;57524222;;;;;;;;;;;;
;145;62;Eukanuba;Calle Parroquia 194, Del Valle, Benito Juárez;Galerías Insurgentes Local 328;Mexico, CDMX;11000;19.3720464,-99.1781444;56278443;;;;;;;;;;;;
;145;62;Eukanuba;Av. Tezontle 1520, Alfonso Ortiz Tirado, Iztapalapa;Plaza Oriente Local B-11;Mexico, CDMX;9010;19.3836745,-99.0826459;56007460;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. Villas de Irapuato 1443, Egido Irapuato, Irapuato;Plaza Cibeles Irapuato Local 23;Irapuato, Guanajuato;36643;20.6805538,-101.3796539;4624903285;;;;;;;;;;;;
;145;62;Eukanuba;Camino Real de la Plata 100, Zona Plateada, Ppachuca de Soto;Galerías Pachuca Local 125;Pachuca, Hidalgo;42080;20.0980843,-98.7684993;17711330089;;;;;;;;;;;;
;145;62;Eukanuba;Av. Vallarta 3959, Don Bosco Vallarta, Zapopan;Gran Plaza Guadalajara local 3 y 4 L;Zapopan, Jalisco;45049;20.6732293,-103.4053554;3336210052;;;;;;;;;;;;
;145;62;Eukanuba;Boulevard José Diego Valades Ríos 1676, Desarrollo Urbano 3 Ríos, Culiacán;Fórum Culiacán Local PA02 y PA03;Culiacán, Sinaloa;80020;24.8148115,-107.4009236;6677125348;;;;;;;;;;;;
;145;62;Eukanuba;Av. Manuel L. Barragán 220, Ex hacienda El Canadá, Escobedo;Outlet Monterrey Local 14;Monterrey, Nuevo León;66054;25.7056424,-100.3169851;8180589081;;;;;;;;;;;;
;145;62;Eukanuba;Av. Insurgentes 2500,  Vista Hermosa, Monterrey;Galerías Monterrey Locales 137 y 138;Monterrey, Nuevo León;64620;25.6811208,-100.3543972;8183488052;;;;;;;;;;;;
;145;62;Eukanuba;Av. Tules 178, Fracc. Los Tules Centro, Puerto Vallarta;Plaza Caracol Local 14-15;Puerto Vallarta, Jalisco;48333;20.6440552,-105.2311189;3222930020;;;;;;;;;;;;
;145;62;Eukanuba;Calle 75 196, Montes de Ame, Merida;Gran Plaza Mérida Local  242 Planta Alta;Merida, Yucatan;97115;21.030411,-89.6240885;9999489721;;;;;;;;;;;;
;145;62;Eukanuba;Av. Tulum Sur 260, Super Manzana 7, Benito Juárez;Plaza las Américas Local 210;Cancún, Quintana Roo;77500;21.145717,-86.8234944;9988840576;;;;;;;;;;;;
;145;62;Eukanuba;Av. Hank González, Conjunto Urbano Las Américas, Ecatepec;Plaza Comercial Las Américas Local A-8;Ecatepec, Estado de México;55070;19.5312533,-99.0263961;15503830;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. Quintana 4100, Alamos 3ra. Tercera Seccion, Querétaro;Plaza Boulevares Local 16;Querétaro, Querétaro;76160;20.6145183,-100.3877144;4422463118;;;;;;;;;;;;
;145;62;Eukanuba;Av. 5 de Febrero 99, Los Virreyes, Querétaro;Centro Comercial Galerias Queretaro  Local 227;Querétaro, Querétaro;76175;20.57774,-100.404813;4422150477;;;;;;;;;;;;
;145;62;Eukanuba;Av. Nereo Rodríguez Barraban 49, Del Valle, San Luis Potosí;El Dorado Locales A, B y C;San Luis Potosí, San Luis Potosí;78200;22.156241,-101.003293;4448114700;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. Magocentro 26, Centro Urbano San Fernando La Herradura, Huixquilucan;Mz. 1 Lt. 2 112 Centro Comercial Magnocentro;Huixquilucan, Estado de México;52760;19.3996052,-99.2763641;52907674;;;;;;;;;;;;
;145;62;Eukanuba;Boulevard Adolfo López Mateos 100, Las Alamedas, Atizapan;Multiplazas Las Alamedas Local K-3;Atizapán de Zaragoza, Estado de México;52970;19.5524105,-99.2425201;58242362;;;;;;;;;;;;
;145;62;Eukanuba;Av. Huehuetoca 1, Ex Hacienda San Miguel, Cuautitlan Izcalli;Centro San Miguel Local 1-15;Cuautitlan, Estado de México;54750;19.6887629,-99.2142851;58175653;;;;;;;;;;;;
;145;62;Eukanuba;Av.Gustavo Baz 209, Hacienda de Echegaray, Naucalpan;Calle;Naucalpan, Estado de México;53300;19.492855,-99.2275023;55606956;;;;;;;;;;;;
;145;62;Eukanuba;Río Mississippi 54, Cuauhtémoc, Cuauhtémoc;Calle;Mexico, CDMX;6500;19.427468,-99.1725936;55336489;;;;;;;;;;;;
;145;62;Eukanuba;Calle Rubens 3,  San Juan, Benito Juárez;Local 5, entrada sobre Av. Revolucion;Mexico, CDMX;3730;19.3784718,-99.1871999;55981596;;;;;;;;;;;;
;145;62;Eukanuba;Rochester 79, Nápoles, Benito Juárez;Calle;Mexico, CDMX;3810;19.3927118,-99.1795983;56879985;;;;;;;;;;;;
;145;62;Eukanuba;Calle 21 327,  Miguel Hidalgo, Mérida;Plaza Américas Local E1 ;Merida, Yucatan;97229;20.9921826,-89.6495182;9999879011;;;;;;;;;;;;
;145;62;Eukanuba;Av. Central, Bosques de Aragon, Ecatepec;Multiplaza Bosques Local 10;Ecatepec, Estado de México;57170;19.4646488,-99.056552;57995604;;;;;;;;;;;;
;145;62;Eukanuba;Av. México 13, Hipódromo Condesa, Cuauhtémoc;Calle;Mexico, CDMX;6100;19.4144792,-99.1691704;52112553;;;;;;;;;;;;
;145;62;Eukanuba;Av. Insurgentes, Emancipación de México, Chetumal;Km 5.025 Plaza Américas Local 8;Chetumal, Quintana Roo;77084;18.520126,-88.323418;9838376499;;;;;;;;;;;;
;145;62;Eukanuba;Calz. De las Aguilas 1167, Proletaria San Clemente, Alvaro Obregón;Plaza Las Aguilas Local 8;Mexico, CDMX;1710;19.349233,-99.2265763;56516283;;;;;;;;;;;;
;145;62;Eukanuba;Av. López Mateos 2375, Ciudad del Sol, Zapopan;Plaza del Sol Local 1 Zona ;Zapopan, Jalisco;45050;20.6508401,-103.4009518;3336473189;;;;;;;;;;;;
;145;62;Eukanuba;Av. Dr. Salvador Nava 3135, Colinas del Parque, San Luis Potosí;WM Tangamanga;San Luis Potosí, San Luis Potosí;78294;22.1378622,-101.0032335;4448330496;;;;;;;;;;;;
;145;62;Eukanuba;Av. Benito Juárez 2005, Fracc. Estrella Oriente, San Luis Potosí;Plaza Sendero;San Luis Potosí, San Luis Potosí;78396;22.1307743,-100.925029;4446597753;;;;;;;;;;;;
;145;62;Eukanuba;Eje Norte Poniente 801, 15 de Mayo, Celaya;Parque Celaya Local A14 y A15;Celaya, Guanajuato;38020;20.5470744,-100.8393333;4616175819;;;;;;;;;;;;
;145;62;Eukanuba;Autopista Mex-Qro, Centro Industrial Tlalnepantla, Tlalnepantla;Esq. Vía Gustavo Baz S/N Multiplaza Arboledas ;Tlalnepantla, Estado de México;54030;19.5452463,-99.2087373;53841356;;;;;;;;;;;;
;145;62;Eukanuba;Av. Bonifacio Salinas 5000, Torres Lindavista, Guadalupe;Wal-Mart;Monterrey, Nuevo León;67130;25.69098,-100.2401644;8183796097;;;;;;;;;;;;
;145;62;Eukanuba;Boulevard Juan José Torres Landa Oriente 1601, Fracción del Predio El Tlacuache, León;Wal-Mart;León, Guanajuato;37500;21.0981438,-101.6606167;4777619211;;;;;;;;;;;;
;145;62;Eukanuba;Av. Eugenio Garza Sada 1061, Las Brisas, Monterrey;Wal-Mart;Monterrey, Nuevo León;64780;25.6161679,-100.2736934;8183575861;;;;;;;;;;;;
;145;62;Eukanuba;Av. Abraham Lincoln 5400, Rincon de Santa Cecilia, Monterrey;Wal-Mart;Monterrey, Nuevo León;64117;25.7306846,-100.3697911;8114254840;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. Juan Alonso de Torres Oriente 1315, Predio San José del Consuelo, León;Plaza Galerias las torres ;León, Guanajuato;37200;21.1469959,-101.6466598;4777767371;;;;;;;;;;;;
;145;62;Eukanuba;Tercer Anillo Periférico 301, Valle Dorado, Colima;Plaza Zentralia Colima Locales 167 y 168;Colima, Colima;28017;19.2671485,-103.698083;3123236183;;;;;;;;;;;;
;145;62;Eukanuba;Av. Revolución 99, El Sol, Querétaro;Plaza Sendero Local 21  Bloque C;Querétaro, Querétaro;76113;20.6181318,-100.4399057;4422204476;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. Aeropuerto Miguel Alemán 55, Parque Industrial Lerma, Lerma;Plaza Sendero Toluca  Local 21 Bloque D;Lerma, Estado de México;52000;19.290405,-99.5550317;7223173170;;;;;;;;;;;;
;145;62;Eukanuba;Av. Río Mayo 1207, Vista Hermosa, Cuernavaca;Pabellón Vista Hermosa Lote 12, 13 Local 18;Cuernavaca, Morelos;62290;18.9353365,-99.2086693;17771001894;;;;;;;;;;;;
;145;62;Eukanuba;Centro Comercial La Cúspide, Lomas Verdes, Naucalpan;Centro Comercial La Cúspide Lote 21;Naucalpan, Estado de México;53120;19.514005,-99.2665909;53490064;;;;;;;;;;;;
;145;62;Eukanuba;Circuito Economistas 5E, Ciudad Satélite, Naucalpan;Zona Azul Satélite;Naucalpan, Estado de México;53100;19.5048946,-99.247961;55620103;;;;;;;;;;;;
;145;62;Eukanuba;Av. Lomas Verdes 640, Lomas Verdes, Naucalpan;Plaza Shopping Local 18;Naucalpan, Estado de México;53950;19.5066808,-99.259131;53442198;;;;;;;;;;;;
;145;62;Eukanuba;Av. Humberto Lobo y Rio Guadalupe 520, Del Valle, Garza García;Plaza San Pedro Local 21;Monterrey, Nuevo León;64200;25.6644836,-100.3838709;8183785964;;;;;;;;;;;;
;145;62;Eukanuba;Av. Coyoacan 145,  Del Valle, Coyoacan;local A ;Mexico, CDMX;3100;19.3957718,-99.1670778;55368824;;;;;;;;;;;;
;145;62;Eukanuba;Av. Canal de Tezontle 1512,Alfonso Ortiz Tirado, Iztapalapa ;Parque Tezontle Local 23;Mexico, CDMX;9020;19.3836743,-99.0826457;91290362;;;;;;;;;;;;
;145;62;Eukanuba;Blvrd. De las Naciones, Granjas del Marqués, Acapulco de Juárez;Walmart Diamante Local 42-AM;Acapulco, Guerrero;39890;16.7964773,-99.8121313;1744432149;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. a Zacatecas Norte 849, Trojes de Alonso, Aguascalientes;Plaza Altaria Local 1016;Aguascalientes, Aguascalientes;20116;21.9233699,-102.2893614;4499149092;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. Felipe Pescador 1401, Esperanza, Durango;Plaza Paseo Durango Local B-09;Durango, Durango;34080;24.0358083,-104.6507507;6181291988;;;;;;;;;;;;
;145;62;Eukanuba;Calle 7  451, Franccionamiento Altabrisa, Mérida;Plaza Altabrisa Manzana 594   Local 18 Planta Baja;Merida, Yucatan;97133;21.0181127,-89.5841113;9991679465;;;;;;;;;;;;
;145;62;Eukanuba;Lic. Enrique Ramírez Miguel 1000,  Fraccionamiento Las Américas, Morelia;Las Américas Local 220;Morelia, Michoacán;58270;19.6894217,-101.1588609;4433157045;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. Luis Donaldo Colosio No. 680, Benito Juárez Oriente, Tepic;Fórum;Tepic, Nayarit;63175;21.4914262,-104.8664597;3112116097;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. Del Niño Poblano 2510, Concepción de la Cruz, Puebla;Plaza Angelopolis  Local 201-F 202-F;Puebla, Puebla;72450;19.0314417,-98.2309029;12222252842;;;;;;;;;;;;
;145;62;Eukanuba;Av. Periférico Raúl López Sánchez 6000,  El Fresno, Torreon;Plaza Galerías Laguna Local 104;Torreón, Coahuila;27018;25.58183,-103.4049907;8717507793;;;;;;;;;;;;
;145;62;Eukanuba;Av. Bordo de Xochiaca 3, Del Sol, Nezahualcóyotl;Plaza Cd. Jardin Bicentenario E-09;Nezahualcóyotl, Estado de México;57200;19.4250356,-99.0233398;15584133;;;;;;;;;;;;
;145;62;Eukanuba;Fuentes de Satélite 1, Bellavista, Tlalnepantla;Calle;Tlalnepantla, Estado de México;54080;19.519522,-99.2461438;55729667;;;;;;;;;;;;
;145;62;Eukanuba;Av. Ruíz Cortines 255, Las Margaritas, Atizapan;Galerías Atizapan Mz-2 Lt- 1 Local 134;Atizapán de Zaragoza, Estado de México;52977;19.5494878,-99.2741966;16689055;;;;;;;;;;;;
;145;62;Eukanuba;Calle 60 29, Revolución, Merida;Plaza Galerías Mérida Local 164;Merida, Yucatan;97115;21.0394789,-89.6308987;9999419675;;;;;;;;;;;;
;145;62;Eukanuba;Av. Francisco Ascencio 2920, Educación, Puerto Vallarta;Galerías Vallarta  Local 124 ;Puerto Vallarta, Jalisco;48338;20.6581894,-105.2389799;3222090391;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. Nazario S. Ortiz 2345, Tanque de Peña, Saltillo;Plaza Galerías Saltillo Local 233;Saltillo, Coahuila;25279;25.4583898,-100.9801751;8444853593;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. René Juárez Cisneros 130, Predio Tepanco, Chilpancingo;Galerías Chilpancingo Local 313;Chilpancingo, Guerreo;39095;17.5152489,-99.4846122;17474949846;;;;;;;;;;;;
;145;62;Eukanuba;Colector 13 280, Magdalena de las Salinas, Gustavo A. Madero;Parque Lindavista Local 214-214 A;Mexico, CDMX;7760;19.4920571,-99.1335335;57544214;;;;;;;;;;;;
;145;62;Eukanuba;Cuauhtémoc 462, Narvarte, Benito Juárez;Plaza Parque Delta Local 134;Mexico, CDMX;3000;19.4028326,-99.1541143;54407277;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. Puerta de Hierro 4965, Fraccionamiento Plaza Andares, Zapopan;Plaza Andares Local UP67-127 ;Zapopan, Jalisco;45116;20.7113577,-103.4114276;3336113123;;;;;;;;;;;;
;145;62;Eukanuba;Bolivia 401, Las Americas, Toluca;Calle;Toluca, Estado de México;50130;19.2797132,-99.6435022;7222126359;;;;;;;;;;;;
;145;62;Eukanuba;Av. Jesús del Monte 41, Ex Hacienda Jesús del Monte, Huixquilucan;Parque Interolmas;Huixquilucan, Estado de México;52764;19.3956592,-99.2883183;52470179;;;;;;;;;;;;
;145;62;Eukanuba;Av. Acoxpa 447, Villa Lázaro Cárdenas, Tlalpan;Acoxpa;Mexico, CDMX;14370;19.2970731,-99.1369444;56030957;;;;;;;;;;;;
;145;62;Eukanuba;Av. Americas 190,  Altamira, Zapopan;Plaza Patria Local 6 zona J;Zapopan, Jalisco;45160;20.7123509,-103.378451;3331110776;;;;;;;;;;;;
;145;62;Eukanuba;5 de Febrero, Jurica, Querétaro;GALERIAS ;Querétaro, Querétaro;76100;20.6485903,-100.4330826;4422181661;;;;;;;;;;;;
;145;62;Eukanuba;Blvd. Luis Donaldo Colosio, Exhacienda de Coscotitlan, Pachuca de Soto;Mz. 1 Fracción 1  Plaza Gran Patio Local 524-525;Pachuca, Hidalgo;42064;20.092779,-98.7591887;17717197843;;;;;;;;;;;;
;145;62;Eukanuba;Av. General Marcelino García Barrgán 2077,  El Paradero, Tlaquepaque;Forum Tlaquepaque Local PB 48 y 49;Tlaquepaque, Jalisco;45500;20.6480121,-103.3213798;3336572408;;;;;;;;;;;;
;145;62;Eukanuba;Vialidad de la Barranca 6,  Ex Hacienda Jesús del Monte, Huixquilucan;Paseo Interlomas Local N2-05;Huixquilucan, Estado de México;52772;19.3978108,-99.2828469;52906361;;;;;;;;;;;;
;145;62;Eukanuba;San Esteban 46, San Esteban Huitzilacasco, Naucalpan;Las Tiendas San Esteban Local PB-36B;Naucalpan, Estado de México;53550;19.4593831,-99.2307797;53590795;;;;;;;;;;;;
;145;62;Eukanuba; Costera Miguel Aleman 1632, Fraccionamiento Magallanes, Acapulco;Gran Plaza (Galerias Las Estrellas) Locales B4, B7, B8, B10;Acapulco, Guerrero;39670;16.861599,-99.8813639;17444853867;;;;;;;;;;;;
;145;62;Eukanuba;Calle Durango 252, Roma, Cuauhtémoc;Locales B y C;Mexico, CDMX;6700;19.4189709,-99.1696695;55339835;;;;;;;;;;;;
;145;62;Eukanuba;Ex Hacienda Sierra Vieja, Hacienda del Parque, Cuatitlan Izcalli;Perinorte;Cuatitlan Izcalli, Estado de Mexico;54769;19.6023941,-99.1918274;58939590;;;;;;;;;;;;
;145;62;Eukanuba;Av. 1 de Mayo, Centro Urbano, Cuatitlan Izcalli;Esq. Av.Huixquilucan, Centro Comercial Luna Parc Local 158;Cuatitlan Izcalli, Estado de Mexico;54730;19.6571526,-99.2103824;58711303;;;;;;;;;;;;
;145;62;Eukanuba;Bosque de Minas, Bosques de la Herradura, Huixquilucan;Plaza Comercial La Abejita;Huixquilucan, Estado de México;52783;19.4213876,-99.2623823;52954069;;;;;;;;;;;;
;145;62;Eukanuba;Cerrada de Avenida Tecnológico de Monterrey, Desarrollo Monarca, Morelia;Paseo Morelia Local 1N - 17B;Morelia, Michoacán;58350;19.6889896,-101.1587142;4432041828;;;;;;;;;;;;
;145;62;Eukanuba;José María Morelos y Pavón Carr. México Toluca Km. 50, San Pedro Cholula, Estado de México;Las Plazas Outlet Lerma;Lerma, Estado de México;52000;19.2821551,-99.4999747;7282845041;;;;;;;;;;;;
;145;62;Eukanuba;Av. Universidad 323, Santa Cruz Atoyac, Benito Juárez;Plaza Universidad Local 3-4;Mexico, CDMX;3310;19.3881986,-99.1540259;56018116;;;;;;;;;;;;
